	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	Sulfur_id	kegg_genes_id	ko_id	kegg_hit	kegg_RBH	kegg_identity	kegg_bitScore	kegg_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_28	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	28	29239	29607	1	C		star:G3545_15900		star:G3545_15900 ()	FALSE	0.557	131	1.27E-32													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_29	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	29	29604	30299	1	C		star:G3545_15905	K22907	star:G3545_15905 (K22907) ppgS; polyprenyl-phospho-N-acetylgalactosaminyl synthase	FALSE	0.659	290	1.04E-85								Glycosyl transferase family 2 [PF00535.29]; Glycosyltransferase like family 2 [PF13641.9]	GT2_Glycos_transf_2	"GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-)"		GT2_Glycos_transf_2.hmm	0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_30	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	30	30296	30667	1	C		star:G3545_15910	"K09153,K09153"	star:G3545_15910 (K09153) K09153; small membrane protein	FALSE	0.56	127	4.29E-31								Uncharacterized conserved protein (DUF2304) [PF10066.12]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_31	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	31	30791	32113	1	A		star:G3545_15890		star:G3545_15890 ()	TRUE	0.465	380	6.46E-113								Predicted membrane protein (DUF2142) [PF09913.12]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_32	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	32	32114	33100	-1	C		psin:CAK95_17530	K01784	"psin:CAK95_17530 (K01784) galE, GALE; UDP-glucose 4-epimerase [EC:5.1.3.2]"	FALSE	0.663	428	1.04E-131								"GDP-mannose 4,6 dehydratase [PF16363.8]; NAD dependent epimerase/dehydratase family [PF01370.24]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; RmlD substrate binding domain [PF04321.20]; Polysaccharide biosynthesis protein [PF02719.18]; Male sterility protein [PF07993.15]; NmrA-like family [PF05368.16]; NAD(P)H-binding [PF13460.9]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_33	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	33	33141	34295	-1	C		bqb:J4P68_0029730	K01467	bqb:J4P68_0029730 (K01467) ampC; beta-lactamase class C [EC:3.5.2.6]	FALSE	0.493	280	1.79E-79	MER1011819	S12	MER1011819 - family S12 unassigned peptidases (Bradyrhizobium sp. LTSPM299) [S12.UPW]#S12#{peptidase unit: 24-336}~source A0A0D7PVT8~	FALSE	0.492	280	2.23E-81	Beta-lactamase [PF00144.27]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_34	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	34	34440	34901	1	C		psin:CAK95_24085		psin:CAK95_24085 ()	FALSE	0.584	89	2.78E-17													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_35	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	35	34956	35402	1	E																					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_36	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	36	35633	35857	1	E																					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_37	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	37	36170	36478	1	E																					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_38	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	38	36507	36758	-1	E																					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_39	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	39	37090	37392	1	E																					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_40	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	40	37434	37868	1	C		plt:Plut_2078		plt:Plut_2078 ()	FALSE	0.6	113	4.84E-26								Domain of unknown function (DUF4437) [PF14499.9]; ChrR Cupin-like domain [PF12973.10]; Cupin [PF00190.25]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_41	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	41	38279	38566	-1	C		bvr:BVIR_194		bvr:BVIR_194 ()	FALSE	0.762	150	1.27E-39								Transglycosylase associated protein [PF04226.16]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_42	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	42	38714	38959	-1	C		rpc:RPC_4141	K21498	rpc:RPC_4141 (K21498) higA-1; antitoxin HigA-1	FALSE	0.85	141	4.92E-37								Helix-turn-helix [PF01381.25]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_43	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	43	39508	39858	1	E																					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_44	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	44	39870	40187	-1	C		rhz:RHPLAN_21500		rhz:RHPLAN_21500 ()	FALSE	0.519	99	7.87E-22								"Cytochrome C oxidase, cbb3-type, subunit III [PF13442.9]; Cytochrome c [PF00034.24]"					1
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_45	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	45	40212	42206	-1	A		rhz:RHPLAN_39600	K01652	"rhz:RHPLAN_39600 (K01652) E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]"	TRUE	0.344	368	1.35E-105								"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain [PF02776.21]; Thiamine pyrophosphate enzyme, C-terminal TPP binding domain [PF02775.24]; Thiamine pyrophosphate enzyme, central domain [PF00205.25]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_46	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	46	42271	42612	-1	C		trs:Terro_3907		trs:Terro_3907 ()	FALSE	0.385	65	7.08E-10								"Quinohemoprotein amine dehydrogenase A, alpha subunit, haem binding [PF09098.13]"					1
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_47	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	47	42719	43738	-1	A		vgo:GJW-30_1_00851	K01053	"vgo:GJW-30_1_00851 (K01053) gnl, RGN; gluconolactonase [EC:3.1.1.17]"	TRUE	0.746	517	4.05E-162								SMP-30/Gluconolactonase/LRE-like region [PF08450.15]; Strictosidine synthase [PF03088.19]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_48	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	48	43896	44057	-1	C		pspu:NA29_08400		pspu:NA29_08400 ()	FALSE	0.643	69	2.73E-12													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_49	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	49	44160	45902	-1	A		nha:Nham_0191	K00681	nha:Nham_0191 (K00681) ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	TRUE	0.689	739	1.45E-234	MER0101099	T03	MER0101099 - gamma-glutamyltransferase 1 (bacterial-type) (Nitrobacter hamburgensis) [T03.001]#T03#{peptidase unit: 25-580}~source ABE61092~	TRUE	0.687	736	1.63E-235	Gamma-glutamyltranspeptidase [PF01019.24]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_50	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	50	45947	46654	-1	C		rhz:RHPLAN_01880		rhz:RHPLAN_01880 ()	FALSE	0.767	321	3.62E-96								Carboxymuconolactone decarboxylase family [PF02627.23]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_51	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	51	46785	51611	1	A		mico:GDR74_02050	K15371	mico:GDR74_02050 (K15371) GDH2; glutamate dehydrogenase [EC:1.4.1.2]	TRUE	0.589	1828	0								Bacterial NAD-glutamate dehydrogenase [PF05088.15]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_52	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	52	51614	52594	-1	C		hdt:HYPDE_40343		hdt:HYPDE_40343 ()	FALSE	0.543	300	2.21E-87								YegS C-terminal NAD kinase beta sandwich-like domain [PF19279.2]; Diacylglycerol kinase catalytic domain [PF00781.27]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_53	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	53	52948	53280	-1	E																					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_54	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	54	53369	54319	-1	A		rhz:RHPLAN_16990		rhz:RHPLAN_16990 ()	TRUE	0.6	371	4.01E-112	MER0366613	S01A	MER0366613 - subfamily S1A unassigned peptidases (Bos taurus) [S01.UPA]#S01A#{peptidase unit: 419-663}~source NP_001015598~	FALSE	0.287	66	3.28E-10	Kelch motif [PF13964.9]; Kelch motif [PF01344.28]; Kelch motif [PF07646.18]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_55	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	55	54442	55392	-1	A		rhz:RHPLAN_67270		rhz:RHPLAN_67270 ()	TRUE	0.684	412	2.47E-126								Tripartite tricarboxylate transporter family receptor [PF03401.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_56	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	56	55733	56107	1	C		bqb:J4P68_0026630		bqb:J4P68_0026630 ()	FALSE	0.354	79	1.75E-14													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_57	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	57	56186	58564	-1	C		noh:G5V57_28770		noh:G5V57_28770 ()	FALSE	0.264	88	5.49E-14								Sulfotransferase domain [PF00685.30]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_58	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	58	58765	59553	-1	A		chel:AL346_04885	K00860	chel:AL346_04885 (K00860) cysC; adenylylsulfate kinase [EC:2.7.1.25]	TRUE	0.744	388	6.71E-119								Adenylylsulphate kinase [PF01583.23]; AAA domain [PF13671.9]; Zeta toxin [PF06414.15]; AAA domain [PF13238.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_59	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	59	59611	61482	-1	A		bvz:BRAD3257_5837	K00681	bvz:BRAD3257_5837 (K00681) ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]	TRUE	0.807	1033	0	MER0027588	T03	MER0027588 - gamma-glutamyltransferase 2 (bacterial) (Bradyrhizobium japonicum) [T03.014]#T03#{peptidase unit: 11-601}~source NP_769512~	TRUE	0.803	1011	0	Gamma-glutamyltranspeptidase [PF01019.24]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_60	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	60	62210	63115	1	C		sus:Acid_0655		sus:Acid_0655 ()	FALSE	0.239	86	1.22E-14													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_61	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	61	63310	64800	-1	A		reu:Reut_C6314	K00483	reu:Reut_C6314 (K00483) hpaB; 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]	TRUE	0.771	758	1.01E-242								4-hydroxyphenylacetate 3-hydroxylase N terminal [PF11794.11]; 4-hydroxyphenylacetate 3-hydroxylase C terminal [PF03241.16]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_62	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	62	65004	66038	1	C		hmc:HYPMC_3364		hmc:HYPMC_3364 ()	FALSE	0.448	243	1.70E-67								"Bacterial extracellular solute-binding protein, family 7 [PF03480.16]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_63	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	63	66051	67397	1	A		pars:DRW48_13395		pars:DRW48_13395 ()	TRUE	0.598	501	1.36E-154								Amidase [PF01425.24]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_64	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	64	67408	67956	1	C		xdi:EZH22_12940		xdi:EZH22_12940 ()	FALSE	0.442	123	8.40E-29								"Tripartite ATP-independent periplasmic transporters, DctQ component [PF04290.15]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_65	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	65	67953	69233	1	A		xdi:EZH22_12945	K11690	"xdi:EZH22_12945 (K11690) dctM; C4-dicarboxylate transporter, DctM subunit"	TRUE	0.623	511	2.83E-158								"Tripartite ATP-independent periplasmic transporter, DctM component [PF06808.15]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_66	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	66	69239	69844	1	C		rhz:RHPLAN_62330		rhz:RHPLAN_62330 ()	FALSE	0.692	280	9.81E-83								Tellurite resistance protein TehB [PF03848.17]; Methyltransferase domain [PF13649.9]; Methyltransferase domain [PF08241.15]; Methyltransferase domain [PF13847.9]; Thiopurine S-methyltransferase (TPMT) [PF05724.14]; Methyltransferase domain [PF13489.9]; Nodulation protein S (NodS) [PF05401.14]; Methyltransferase domain [PF08242.15]; Mycolic acid cyclopropane synthetase [PF02353.23]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_67	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	67	69961	72474	1	A		trb:HB776_24780		trb:HB776_24780 ()	TRUE	0.584	921	1.01E-292								"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; PAS fold [PF12860.10]; His Kinase A (phospho-acceptor) domain [PF00512.28]; PAS fold [PF00989.28]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_68	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	68	72491	74038	1	A		rhz:RHPLAN_03470	K07102	rhz:RHPLAN_03470 (K07102) amgK; N-acetylmuramate 1-kinase [EC:2.7.1.221]	TRUE	0.672	682	7.41E-216								Threonylcarbamoyl adenosine biosynthesis protein TsaE [PF02367.20]; Phosphotransferase enzyme family [PF01636.26]; Ecdysteroid kinase-like family [PF02958.23]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_69	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	69	74047	74775	1	C		rhz:RHPLAN_03480	K00992	rhz:RHPLAN_03480 (K00992) murU; N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]	FALSE	0.713	340	9.79E-103								Nucleotidyl transferase [PF00483.26]; MobA-like NTP transferase domain [PF12804.10]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_70	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	70	74894	78016	1	A		psin:CAK95_10995	K16899	psin:CAK95_10995 (K16899) addB; ATP-dependent helicase/nuclease subunit B [EC:5.6.2.4 3.1.-.-]	TRUE	0.551	1080	0								PD-(D/E)XK nuclease superfamily [PF12705.10]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_71	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	71	78210	81644	1	A		rhz:RHPLAN_03500	K16898	rhz:RHPLAN_03500 (K16898) addA; ATP-dependent helicase/nuclease subunit A [EC:5.6.2.4 3.1.-.-]	TRUE	0.561	1218	0								UvrD-like helicase C-terminal domain [PF13361.9]; UvrD/REP helicase N-terminal domain [PF00580.24]; PD-(D/E)XK nuclease superfamily [PF12705.10]; AAA domain [PF13245.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_72	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	72	81720	82040	1	C		nha:Nham_0059	K03671	nha:Nham_0059 (K03671) trxA; thioredoxin 1	FALSE	0.879	196	1.84E-55								Thioredoxin [PF00085.23]; Redoxin [PF08534.13]; Thioredoxin-like [PF13905.9]; Thioredoxin-like [PF13899.9]; Thioredoxin domain [PF13192.9]; Thioredoxin-like domain [PF13098.9]; AhpC/TSA family [PF00578.24]; Thioredoxin [PF14595.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_73	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	73	82287	83288	1	A		psin:CAK95_10980		psin:CAK95_10980 ()	TRUE	0.744	500	1.71E-156								ATP dependent DNA ligase domain [PF01068.24]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_74	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	74	83566	84201	-1	C		aol:S58_00940		aol:S58_00940 ()	FALSE	0.817	315	1.38E-94								Calcineurin-like phosphoesterase superfamily domain [PF12850.10]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1377347_75	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1377347	75	84356	84664	-1	C		bot:CIT37_10520	K11754	bot:CIT37_10520 (K11754) folC; dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]	FALSE	0.829	175	2.87E-48													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1405624_1	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1405624	1	613	1053	1	C		rhz:RHPLAN_40750		rhz:RHPLAN_40750 ()	FALSE	0.619	121	9.61E-29								Cupin [PF00190.25]; Domain of unknown function (DUF4437) [PF14499.9]; ChrR Cupin-like domain [PF12973.10]; Auxin binding protein [PF02041.19]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1405624_2	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1405624	2	1128	1295	1	C		bsep:HAP48_0020050		bsep:HAP48_0020050 ()	FALSE	0.746	78	1.46E-15													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1405624_3	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1405624	3	1672	2658	-1	A		rhz:RHPLAN_33070	K04102	"rhz:RHPLAN_33070 (K04102) pht5; 4,5-dihydroxyphthalate decarboxylase [EC:4.1.1.55]"	TRUE	0.81	547	7.23E-173								NMT1/THI5 like [PF09084.14]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1405624_4	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1405624	4	2659	4980	-1	A		vgo:GJW-30_1_00627	K03520	"vgo:GJW-30_1_00627 (K03520) coxL, cutL; aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3]"	TRUE	0.734	1129	0								"Molybdopterin cofactor-binding domain [PF02738.21]; Molybdopterin cofactor-binding domain [PF20256.1]; Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain [PF01315.25]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1405624_5	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1405624	5	5020	5526	-1	C		rhz:RHPLAN_55750	K03518	rhz:RHPLAN_55750 (K03518) coxS; aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3]	FALSE	0.875	286	1.89E-85								[2Fe-2S] binding domain [PF01799.23]; 2Fe-2S iron-sulfur cluster binding domain [PF00111.30]; 2Fe-2S iron-sulfur cluster binding domain [PF13085.9]; 2Fe-2S iron-sulfur cluster binding domain [PF13510.9]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1405624_6	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1405624	6	5523	7862	-1	A		trb:HB776_04870	K03520	"trb:HB776_04870 (K03520) coxL, cutL; aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3]"	TRUE	0.717	1114	0								"Molybdopterin cofactor-binding domain [PF20256.1]; Molybdopterin cofactor-binding domain [PF02738.21]; Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain [PF01315.25]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1405624_7	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1405624	7	7859	8719	-1	A		psin:CAK95_27750	K03519	"psin:CAK95_27750 (K03519) coxM, cutM; aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3]"	TRUE	0.709	409	8.10E-126								FAD binding domain in molybdopterin dehydrogenase [PF00941.24]; CO dehydrogenase flavoprotein C-terminal domain [PF03450.20]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1405624_8	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1405624	8	8759	9616	-1	A		chel:AL346_10030	K10621	"chel:AL346_10030 (K10621) cmtC, dhbA; 2,3-dihydroxy-p-cumate/2,3-dihydroxybenzoate 3,4-dioxygenase [EC:1.13.11.- 1.13.11.14]"	TRUE	0.733	424	6.73E-131													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1405624_9	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1405624	9	9703	10770	-1	A		vgo:GJW-30_1_00612	K15553	vgo:GJW-30_1_00612 (K15553) ssuA; sulfonate transport system substrate-binding protein	TRUE	0.681	429	1.80E-131								NMT1-like family [PF13379.9]; NMT1/THI5 like [PF09084.14]; NMT1-like family [PF16868.8]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1405624_10	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1405624	10	10875	11855	-1	C		rhz:RHPLAN_56600		rhz:RHPLAN_56600 ()	FALSE	0.556	326	3.04E-96								Tripartite tricarboxylate transporter family receptor [PF03401.17]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1405624_11	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1405624	11	12005	12664	1	C		rhz:RHPLAN_08920		rhz:RHPLAN_08920 ()	FALSE	0.554	340	4.72E-103								Putative cyclase [PF04199.16]					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1405624_12	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1405624	12	12790	14481	1	A		rhz:RHPLAN_08980	K01652	"rhz:RHPLAN_08980 (K01652) E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]"	TRUE	0.811	938	9.72E-304								"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain [PF02776.21]; Thiamine pyrophosphate enzyme, central domain [PF00205.25]; Thiamine pyrophosphate enzyme, C-terminal TPP binding domain [PF02775.24]"					0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1405624_13	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1405624	13	14512	15039	-1	C		rhz:RHPLAN_08990		rhz:RHPLAN_08990 ()	FALSE	0.708	173	3.87E-46													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1405624_14	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1405624	14	15638	16042	1	C		chq:AQ619_13300		chq:AQ619_13300 ()	FALSE	0.48	102	2.18E-22													0
CP_L1_S2_prok_bin.128_CP_L1_S2_prok_bin.128_k127_1405624_15	CP_L1_S2_prok_bin.128	CP_L1_S2_prok_bin.128_k127_1405624	15	16082	17575	-1	A		pstg:E8M01_22855		pstg:E8M01_22855 ()	TRUE	0.757	731	2.84E-233								Sugar (and other) transporter [PF00083.27]; Major Facilitator Superfamily [PF07690.19]; Transmembrane secretion effector [PF05977.16]; MFS_1 like family [PF12832.10]					0
